step,scramble,epsilon,sr,avg_len,avg_return,loss,replay_fill,td_mean,td_max
400001,4,0.050000000000000044,0.0,200.0,-0.13831099999999888,22814.607421875,1.0,1933904.625,75939464.0
660001,4,0.050000000000000044,0.0,200.0,-0.11599999999999891,0.6076096892356873,1.0,12.016582489013672,143.7264404296875
410001,4,0.050000000000000044,0.0,200.0,-0.11579999999999885,56548.01171875,1.0,4264963.0,157473376.0
420001,4,0.050000000000000044,0.0,200.0,-0.10748899999999888,30246.736328125,1.0,3132316.25,143214592.0
680001,4,0.050000000000000044,0.0,200.0,-0.08699999999999886,1.033508539199829,1.0,14.230118751525879,152.64801025390625
430001,4,0.050000000000000044,0.0,200.0,-0.12449999999999889,39058.23828125,1.0,3269921.75,132695608.0
700001,4,0.050000000000000044,0.0,200.0,-0.11849999999999895,1.1260406970977783,1.0,18.09259796142578,145.7916259765625
440001,4,0.050000000000000044,0.0,200.0,-0.12099999999999891,43153.51953125,1.0,5190853.5,125262248.0
450001,4,0.050000000000000044,0.014285714285714285,197.18571428571428,-0.1264999999999989,29852.072265625,1.0,3184948.25,114664352.0
720001,4,0.050000000000000044,0.0,200.0,-0.08949999999999889,1.2338627576828003,1.0,15.832167625427246,145.0538330078125
460001,4,0.050000000000000044,0.0,200.0,-0.15799999999999886,22863.408203125,1.0,2406596.5,101172600.0
740001,4,0.050000000000000044,0.0,200.0,-0.09099999999999894,0.6691615581512451,1.0,14.747363090515137,142.28050231933594
470001,4,0.050000000000000044,0.0,200.0,-0.13499999999999884,28447.765625,1.0,3820365.5,90487048.0
480001,4,0.050000000000000044,0.0,200.0,-0.1259999999999989,19124.626953125,1.0,1997188.375,82722832.0
760001,4,0.050000000000000044,0.0,200.0,-0.1079999999999989,1.1783208847045898,1.0,14.591938018798828,160.5797882080078
490001,4,0.050000000000000044,0.0,200.0,-0.11799999999999888,10369.9208984375,1.0,1395422.25,77050424.0
500001,4,0.050000000000000044,0.0,200.0,-0.10849999999999889,9254.548828125,1.0,861352.0,71433520.0
780001,4,0.050000000000000044,0.0,200.0,-0.08249999999999896,1.0459309816360474,1.0,12.188224792480469,146.56915283203125
510001,4,0.050000000000000044,0.0,200.0,-0.11949999999999886,366.17364501953125,1.0,3568.10009765625,25801.73828125
800001,4,0.050000000000000044,0.0,200.0,-0.14299999999999888,1.030987024307251,1.0,17.86676788330078,168.57723999023438
520001,4,0.050000000000000044,0.0,200.0,-0.13849999999999876,188.09693908691406,1.0,3483.680419921875,41800.15234375
530001,4,0.050000000000000044,0.0,200.0,-0.1594999999999988,292.9376220703125,1.0,2995.7724609375,61350.00390625
820001,4,0.050000000000000044,0.0,200.0,-0.10699999999999875,0.8282699584960938,1.0,15.280487060546875,154.0604705810547
540001,4,0.050000000000000044,0.0,200.0,-0.14499999999999877,353.2484436035156,1.0,5930.5390625,113630.6015625
840001,4,0.050000000000000044,0.0,200.0,-0.10699999999999889,0.8858494758605957,1.0,16.226200103759766,155.47193908691406
550001,4,0.050000000000000044,0.0,200.0,-0.12549999999999872,959.8582763671875,1.0,15919.5888671875,1529533.5
560001,4,0.050000000000000044,0.0,200.0,-0.11549999999999898,7284082.5,1.0,628429120.0,1553766400.0
860001,4,0.050000000000000044,0.0,200.0,-0.12849999999999878,0.7801741361618042,1.0,15.262544631958008,173.2591552734375
570001,4,0.050000000000000044,0.0,200.0,-0.12049999999999907,5695931.5,1.0,1102907136.0,3019238912.0
880001,4,0.050000000000000044,0.0,200.0,-0.12649999999999875,0.8313612937927246,1.0,18.5517578125,159.3728485107422
580001,4,0.050000000000000044,0.0,200.0,-0.11199999999999904,34389200.0,1.0,1943998720.0,5006145024.0
590001,4,0.050000000000000044,0.0,200.0,-0.11899999999999906,2347912.5,1.0,326872960.0,4470550016.0
900001,4,0.050000000000000044,0.0,200.0,-0.11449999999999891,1.1233174800872803,1.0,16.897747039794922,160.67193603515625
600001,4,0.050000000000000044,0.0,200.0,-0.13499999999999898,5035631.5,1.0,410970336.0,5497761792.0
920001,4,0.050000000000000044,0.0,200.0,-0.1384999999999988,1.484322190284729,1.0,19.371858596801758,151.86663818359375
610001,4,0.050000000000000044,0.0,200.0,-0.1319999999999989,3490018.25,1.0,388170528.0,7182967296.0
620001,4,0.050000000000000044,0.0,200.0,-0.1514999999999988,451042.625,1.0,32762006.0,2635130880.0
940001,4,0.050000000000000044,0.0,200.0,-0.14049999999999888,1.4380419254302979,1.0,16.664154052734375,157.7941131591797
630001,4,0.050000000000000044,0.0,200.0,-0.14399999999999877,57502.23828125,1.0,8116762.0,1332024576.0
640001,4,0.050000000000000044,0.0,200.0,-0.0974999999999988,121066.09375,1.0,11639601.0,1155566848.0
960001,4,0.050000000000000044,0.0,200.0,-0.11099999999999893,1.2312175035476685,1.0,12.364374160766602,150.16404724121094
650001,4,0.050000000000000044,0.0,200.0,-0.06099999999999893,8424.8583984375,1.0,90090.21875,1353721.0
980001,4,0.050000000000000044,0.0,200.0,-0.11699999999999885,1.0135471820831299,1.0,13.404014587402344,151.7401580810547
660001,4,0.050000000000000044,0.0,200.0,-0.06449999999999907,11651.419921875,1.0,110235.8671875,1116030.125
670001,4,0.050000000000000044,0.0,200.0,-0.10699999999999901,5682.4736328125,1.0,87802.4140625,995096.5
1000001,4,0.050000000000000044,0.0,200.0,-0.18099999999999877,1.9902347326278687,1.0,18.899484634399414,156.4564971923828
680001,4,0.050000000000000044,0.0,200.0,-0.10099999999999892,8339.333984375,1.0,91862.2734375,909537.0
1020001,4,0.050000000000000044,0.0,200.0,-0.14699999999999872,1.2185419797897339,1.0,15.632317543029785,159.7709503173828
690001,4,0.050000000000000044,0.0,200.0,-0.09480299999999892,6321.33984375,1.0,94617.0625,853150.75
700001,4,0.050000000000000044,0.0,200.0,-0.10079999999999892,4505.61328125,1.0,97989.1328125,776207.8125
1040001,4,0.050000000000000044,0.0,200.0,-0.12049999999999898,1.6145246028900146,1.0,22.15338134765625,144.61380004882812
710001,4,0.050000000000000044,0.0,200.0,-0.11349699999999883,4412.30712890625,1.0,144136.96875,5498555.0
1060001,4,0.050000000000000044,0.0,200.0,-0.14999999999999883,1.1183525323867798,1.0,12.34609603881836,189.09625244140625
720001,4,0.050000000000000044,0.0,200.0,-0.1294999999999989,23752.876953125,1.0,681222.75,36212044.0
730001,4,0.050000000000000044,0.0,200.0,-0.09399999999999903,2008.6109619140625,1.0,70492.7578125,5725424.0
1080001,4,0.050000000000000044,0.0,200.0,-0.1589999999999988,0.9710925221443176,1.0,11.824989318847656,165.36643981933594
740001,4,0.050000000000000044,0.0,200.0,-0.09949999999999899,4302.84423828125,1.0,62154.8984375,517528.4375
1100001,4,0.050000000000000044,0.0,200.0,-0.16499999999999881,1.2064539194107056,1.0,13.90194034576416,132.75030517578125
750001,4,0.050000000000000044,0.0,200.0,-0.12499999999999893,4086.362060546875,1.0,65928.2421875,481641.46875
760001,4,0.050000000000000044,0.0,200.0,-0.12849999999999887,3715.909912109375,1.0,48174.18359375,2948595.0
1120001,4,0.050000000000000044,0.0,200.0,-0.11849999999999898,1.006279468536377,1.0,14.615119934082031,182.8142547607422
770001,4,0.050000000000000044,0.0,200.0,-0.1234999999999988,4243.27197265625,1.0,40664.328125,936773.0
1140001,4,0.050000000000000044,0.0,200.0,-0.14499999999999885,0.7872576117515564,1.0,10.404894828796387,126.71161651611328
780001,4,0.050000000000000044,0.0,200.0,-0.11599999999999884,3017.549072265625,1.0,57115.30859375,2110733.0
790001,4,0.050000000000000044,0.0,200.0,-0.10849999999999886,4370.677734375,1.0,104852.265625,8746417.0
1160001,4,0.050000000000000044,0.0,200.0,-0.16099999999999887,0.8955689668655396,1.0,12.292871475219727,115.66517639160156
800001,4,0.050000000000000044,0.0,200.0,-0.09849999999999882,10629.84765625,1.0,376879.75,48768540.0
810001,4,0.050000000000000044,0.0,200.0,-0.1294999999999988,3248.252197265625,1.0,42947.30859375,1027305.75
1180001,4,0.050000000000000044,0.0,200.0,-0.1619999999999987,0.9084841012954712,1.0,10.837665557861328,121.26239013671875
820001,4,0.050000000000000044,0.0,200.0,-0.1384999999999988,1516.29345703125,1.0,25581.435546875,269263.28125
1200001,4,0.050000000000000044,0.0,200.0,-0.15849999999999898,1.16766357421875,1.0,11.626336097717285,328.897705078125
830001,4,0.050000000000000044,0.0,200.0,-0.13649999999999873,2173.981201171875,1.0,31949.419921875,583736.375
840001,4,0.050000000000000044,0.0,200.0,-0.12049999999999875,1689.9857177734375,1.0,27159.34375,775263.25
1220001,4,0.050000000000000044,0.0,200.0,-0.1434999999999988,1.3769642114639282,1.0,35.2353515625,2759.2255859375
850001,4,0.050000000000000044,0.0,200.0,-0.08549999999999891,1370.6656494140625,1.0,21720.66015625,556224.375
1240001,4,0.050000000000000044,0.0,200.0,-0.1669999999999988,0.8491357564926147,1.0,14.017516136169434,126.18016052246094
860001,4,0.050000000000000044,0.0,200.0,-0.11349999999999894,926.7207641601562,1.0,53055.078125,5848637.0
870001,4,0.050000000000000044,0.0,200.0,-0.1309999999999988,946.2479858398438,1.0,20637.33984375,1705749.0
1260001,4,0.050000000000000044,0.0,200.0,-0.13799999999999893,1.4738523960113525,1.0,23.058521270751953,924.587890625
880001,4,0.050000000000000044,0.014285714285714285,197.18571428571428,-0.15249999999999875,878.3196411132812,1.0,20652.103515625,1541394.625
1280001,4,0.050000000000000044,0.0,200.0,-0.12349999999999886,2.6356332302093506,1.0,41.35581588745117,3522.418701171875
890001,4,0.050000000000000044,0.0,200.0,-0.1354999999999988,860.0352783203125,1.0,21392.396484375,1468486.625
900001,4,0.050000000000000044,0.0,200.0,-0.10549999999999886,1722.2642822265625,1.0,25783.587890625,1436709.375
1300001,4,0.050000000000000044,0.0,200.0,-0.15449999999999878,1.8648072481155396,1.0,37.88336181640625,1712.1259765625
910001,4,0.050000000000000044,0.0,200.0,-0.14349999999999882,2100.43505859375,1.0,22535.123046875,1362050.0
1320001,4,0.050000000000000044,0.0,200.0,-0.18599999999999867,5.104463577270508,1.0,116.18217468261719,6789.0078125
920001,4,0.050000000000000044,0.0,200.0,-0.15749999999999878,1306.9598388671875,1.0,18449.1484375,1375477.0
930001,4,0.050000000000000044,0.0,200.0,-0.1304999999999988,280.94317626953125,1.0,20912.361328125,1487562.25
1340001,4,0.050000000000000044,0.0,200.0,-0.14699999999999896,9.086465835571289,1.0,114.04602813720703,2675.132568359375
940001,4,0.050000000000000044,0.0,200.0,-0.10499999999999891,644.2501220703125,1.0,15960.6884765625,1374343.0
1360001,4,0.050000000000000044,0.0,200.0,-0.1524999999999988,3.387523651123047,1.0,148.09262084960938,2814.731689453125
950001,4,0.050000000000000044,0.0,200.0,-0.10799999999999894,1110.5340576171875,1.0,17066.923828125,881852.25
960001,4,0.050000000000000044,0.0,200.0,-0.1164999999999988,688.49072265625,1.0,11928.1298828125,733801.625
1380001,4,0.050000000000000044,0.0,200.0,-0.18399999999999872,22.7093563079834,1.0,211.1349334716797,2988.18603515625
970001,4,0.050000000000000044,0.0,200.0,-0.13149999999999873,1373.4434814453125,1.0,12185.99609375,197563.6875
980001,4,0.050000000000000044,0.0,200.0,-0.1364999999999988,1036.79541015625,1.0,17479.0234375,415832.625
1400001,4,0.050000000000000044,0.0,200.0,-0.15449999999999883,12.528441429138184,1.0,319.0743408203125,6327.41796875
990001,4,0.050000000000000044,0.0,200.0,-0.12149999999999894,1240.396240234375,1.0,13698.5595703125,168800.96875
1420001,4,0.050000000000000044,0.0,200.0,-0.1709999999999987,21.424610137939453,1.0,456.67340087890625,8791.853515625
1000001,4,0.050000000000000044,0.0,200.0,-0.1434999999999989,1526.5589599609375,1.0,21022.796875,865283.0625
1010001,4,0.050000000000000044,0.0,200.0,-0.1559999999999987,2723.1875,1.0,27929.861328125,1269293.5
1440001,4,0.050000000000000044,0.0,200.0,-0.1544999999999988,60.44789123535156,1.0,1000.139892578125,16717.751953125
1020001,4,0.050000000000000044,0.0,200.0,-0.13249999999999865,1439.6297607421875,1.0,31876.359375,557882.875
1460001,4,0.050000000000000044,0.0,200.0,-0.15249999999999872,12.567880630493164,1.0,647.475341796875,16329.1796875
1030001,4,0.050000000000000044,0.0,200.0,-0.1444999999999988,2111.528076171875,1.0,41738.10546875,795475.5
1040001,4,0.050000000000000044,0.0,200.0,-0.13249999999999884,2834.5078125,1.0,40061.44140625,626097.6875
1480001,4,0.050000000000000044,0.0,200.0,-0.13249999999999884,29.017061233520508,1.0,867.2239990234375,11438.0595703125
1050001,4,0.050000000000000044,0.0,200.0,-0.11449999999999877,4883.962890625,1.0,40787.9453125,2002724.375
1500001,4,0.050000000000000044,0.0,200.0,-0.15299999999999883,6.43505859375,1.0,746.0527954101562,11858.3876953125
1060001,4,0.050000000000000044,0.0,200.0,-0.15699999999999872,1972.439208984375,1.0,37835.203125,1868906.0
1070001,4,0.050000000000000044,0.0,200.0,-0.15849999999999878,2290.347412109375,1.0,33350.55859375,551235.5
1520001,4,0.050000000000000044,0.0,200.0,-0.16149999999999892,25.702438354492188,1.0,816.726806640625,10305.771484375
1080001,4,0.050000000000000044,0.0,200.0,-0.13049999999999884,4199.712890625,1.0,24940.142578125,578527.125
1540001,4,0.050000000000000044,0.0,200.0,-0.15099999999999883,16.63875389099121,1.0,648.4979248046875,9972.86328125
1090001,4,0.050000000000000044,0.0,200.0,-0.16199999999999887,2805.237548828125,1.0,30737.115234375,690577.5
1100001,4,0.050000000000000044,0.0,200.0,-0.18849999999999884,2515.089111328125,1.0,21704.521484375,543478.375
1560001,4,0.050000000000000044,0.0,200.0,-0.16749999999999873,16.10810661315918,1.0,802.28369140625,6868.65478515625
1110001,4,0.050000000000000044,0.0,200.0,-0.15649999999999895,2632.68701171875,1.0,23526.474609375,2894019.0
1120001,4,0.050000000000000044,0.0,200.0,-0.13199999999999892,2074.1640625,1.0,22327.416015625,717290.9375
1580001,4,0.050000000000000044,0.0,200.0,-0.14899999999999886,22.59964942932129,1.0,530.5731811523438,5334.06005859375
1130001,4,0.050000000000000044,0.0,200.0,-0.13299999999999884,2062.576904296875,1.0,16981.619140625,571454.5625
1600001,4,0.050000000000000044,0.0,200.0,-0.128499999999999,30.697425842285156,1.0,598.95947265625,4827.10107421875
1140001,4,0.050000000000000044,0.0,200.0,-0.1259999999999989,1429.1046142578125,1.0,21221.595703125,594968.3125
1150001,4,0.050000000000000044,0.0,200.0,-0.13149999999999895,992.0974731445312,1.0,11375.185546875,239209.984375
1620001,4,0.050000000000000044,0.0,200.0,-0.1274999999999989,15.134759902954102,1.0,598.7659301757812,4788.93359375
1160001,4,0.050000000000000044,0.0,200.0,-0.12399999999999885,1411.9375,1.0,16702.474609375,283281.1875
1640001,4,0.050000000000000044,0.0,200.0,-0.14049999999999882,32.38203048706055,1.0,599.436767578125,5025.31005859375
1170001,4,0.050000000000000044,0.0,200.0,-0.1459999999999987,2000.295166015625,1.0,14710.427734375,472836.25
1180001,4,0.050000000000000044,0.0,200.0,-0.14699999999999872,1218.7435302734375,1.0,12628.5703125,254477.5625
1660001,4,0.050000000000000044,0.0,200.0,-0.1319999999999988,22.007070541381836,1.0,515.771484375,4477.95458984375
1190001,4,0.050000000000000044,0.0,200.0,-0.12049999999999883,159095.46875,1.0,30622360.0,658417792.0
1680001,4,0.050000000000000044,0.0,200.0,-0.14649999999999888,20.32275390625,1.0,458.1160888671875,5712.45263671875
1200001,4,0.050000000000000044,0.0,200.0,-0.12599999999999884,248723.609375,1.0,74660072.0,1805683456.0
1210001,4,0.050000000000000044,0.0,200.0,-0.13749999999999887,788610.9375,1.0,348052384.0,5703504384.0
1700001,4,0.050000000000000044,0.0,200.0,-0.14099999999999877,17.618144989013672,1.0,391.9407958984375,5086.23388671875
1220001,4,0.050000000000000044,0.0,200.0,-0.14999999999999888,2724925.0,1.0,2950482944.0,30820622336.0
1720001,4,0.050000000000000044,0.0,200.0,-0.17049999999999885,19.095718383789062,1.0,443.39923095703125,4414.59619140625
1230001,4,0.050000000000000044,0.0,200.0,-0.14249999999999882,11765187.0,1.0,4659456000.0,63026761728.0
1240001,4,0.050000000000000044,0.0,200.0,-0.10499999999999886,7358408.5,1.0,5909180928.0,86941138944.0
1740001,4,0.050000000000000044,0.0,200.0,-0.13249999999999904,18.252376556396484,1.0,341.15350341796875,4106.01123046875
1250001,4,0.050000000000000044,0.0,200.0,-0.12249999999999879,11628713.0,1.0,6696537088.0,90838360064.0
1760001,4,0.050000000000000044,0.0,200.0,-0.16049999999999906,8.149267196655273,1.0,294.4285583496094,4324.75
1260001,4,0.050000000000000044,0.0,200.0,-0.15649999999999878,8383663.0,1.0,7847405056.0,110102388736.0
1270001,4,0.050000000000000044,0.0,200.0,-0.12499999999999893,23306346.0,1.0,6648202752.0,118396968960.0
1780001,4,0.050000000000000044,0.0,200.0,-0.12199999999999882,8.08078670501709,1.0,244.95274353027344,4818.8564453125
1280001,4,0.050000000000000044,0.0,200.0,-0.10199999999999905,16287080.0,1.0,8468882944.0,127160918016.0
1290001,4,0.050000000000000044,0.0,200.0,-0.12099999999999903,86665.5546875,1.0,5296420.0,661919168.0
1800001,4,0.050000000000000044,0.0,200.0,-0.11049999999999895,18.15432357788086,1.0,311.93017578125,3385.924072265625
1300001,4,0.050000000000000044,0.0,200.0,-0.14449999999999885,17212.787109375,1.0,383140.8125,12079834.0
1820001,4,0.050000000000000044,0.0,200.0,-0.09399999999999889,12.474310874938965,1.0,307.1945495605469,7015.07177734375
1310001,4,0.050000000000000044,0.0,200.0,-0.14949999999999863,17351.583984375,1.0,212761.171875,4293974.5
1320001,4,0.050000000000000044,0.0,200.0,-0.1474999999999987,23198.259765625,1.0,325079.375,14939241.0
1840001,4,0.050000000000000044,0.0,200.0,-0.13399999999999887,10.860206604003906,1.0,243.2765350341797,3126.236572265625
1330001,4,0.050000000000000044,0.0,200.0,-0.1259999999999988,28564.419921875,1.0,316562.28125,17584180.0
1860001,4,0.050000000000000044,0.0,200.0,-0.12249999999999879,12.69936466217041,1.0,238.34400939941406,3340.3037109375
1340001,4,0.050000000000000044,0.0,200.0,-0.09349999999999886,1504034.0,1.0,552863616.0,17320194048.0
1350001,4,0.050000000000000044,0.0,200.0,-0.08699999999999893,12599.1171875,1.0,175269.390625,3203279.5
1880001,4,0.050000000000000044,0.0,200.0,-0.14349999999999882,6.565292835235596,1.0,257.60498046875,3103.9189453125
1360001,4,0.050000000000000044,0.0,200.0,-0.10830299999999886,10869.5126953125,1.0,122733.640625,1823970.75
1900001,4,0.050000000000000044,0.0,200.0,-0.13999999999999888,12.629749298095703,1.0,222.85525512695312,3230.79541015625
1370001,4,0.050000000000000044,0.0,200.0,-0.14279999999999882,7878.5830078125,1.0,123266.0,1456727.25
1380001,4,0.050000000000000044,0.0,200.0,-0.15799699999999872,12013.9619140625,1.0,155712.09375,6922923.0
1920001,4,0.050000000000000044,0.0,200.0,-0.13249999999999892,6.9152727127075195,1.0,175.06549072265625,2782.4384765625
